Nom;Alias;IATA;OACI;Pays
Empresa Ecuatoriana De Aviacion;\N;EU;EEA;Ecuador
Empresa Nacional De Servicios Aereos;\N;;CNI;Cuba
Empresa Venezolana;\N;;VNE;Venezuela
Empresa de Aviacion Aerogaviota;\N;;GTV;Cuba
Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero;\N;;XLT;Brazil
Endecots;\N;;ENC;Ecuador
Enimex;\N;;ENI;Estonia
Enkor JSC;\N;G8;ENK;Russia]]
Enrique Gleisner Vivanco;\N;;EGV;Chile
Ensenada Vuelos Especiales;\N;;ESE;Mexico
Entergy Services;\N;;ENS;United States
Enterprise World Airways;\N;;EWS;Democratic Republic of the Congo
Eos Airlines;\N;E0;ESS;United States
Equaflight Service;\N;;EKA;Republic of the Congo
Equatair Air Services (Zambia);\N;;EQZ;Zambia
Equatorial Airlines;\N;;EQT;Equatorial Guinea
Era Helicopters;\N;;ERH;United States
Eram Air;\N;;IRY;Iran
Erfoto;\N;;ERF;Portugal
Erie Airways;\N;;ERE;United States
Eritrean Airlines;\N;B8;ERT;Eritrea
Escuela De Pilotos Are Aviacion;\N;;CTV;Spain
Espace Aviation Services;\N;;EPC;Democratic Republic of the Congo
Esso Resources Canada;\N;;ERC;Canada
Estafeta Carga Aerea;\N;E7;ESF;Mexico
Estonian Air;\N;OV;ELL;Estonia
Estrellas Del Aire;\N;;ETA;Mexico
Ethiopian Airlines;\N;ET;ETH;Ethiopia
Eti 2000;\N;;MJM;Italy
Etihad Airways;\N;EY;ETD;United Arab Emirates
Etram Air Wing;\N;;ETM;Angola
Euraviation;\N;;EVN;Italy
Euro Continental AIE;\N;;ECN;Spain
Euro Exec Express;\N;RZ;;Sweden
Euro Sun;\N;;ESN;Turkey
Euro-Asia Air;\N;;EAK;Kazakhstan
Euro-Asia Air International;\N;;KZE;Kazakhstan
EuroAtlantic Airways;\N;;MMZ;Portugal
EuroJet Aviation;\N;;GOJ;United Kingdom
Euroair;\N;;EUP;Greece
Euroamerican Air;\N;;EUU;Uruguay
Euroceltic Airways;\N;;ECY;United Kingdom
Eurocontrol;\N;;EUC;Belgium
Eurocopter;\N;;ECF;France
Eurocypria Airlines;\N;UI;ECA;Cyprus
Eurofly;\N;;EEZ;Italy
Eurofly Service;\N;GJ;EEU;Italy
Euroguineana de Aviacion;\N;;EUG;Equatorial Guinea
Eurojet Italia;\N;;ERJ;Italy
Eurojet Limited;\N;;JLN;Malta
Eurojet Romania;\N;;RDP;Romania
Eurojet Servis;\N;;EJS;Czech Republic
Eurolot;\N;K2;ELO;Poland
Euromanx Airways;\N;3W;EMX;Austria
Europe Air Lines;\N;;GED;France
Europe Airpost;\N;;FPO;France
European 2000 Airlines;\N;;EUT;Malta
European Aeronautical Group UK;\N;;EAG;United Kingdom
European Air Express;\N;EA;EAL;Germany
European Air Transport;\N;QY;BCS;Belgium
European Aviation Air Charter;\N;E7;EAF;United Kingdom
European Business Jets;\N;;EBJ;United Kingdom
European Coastal Airlines;\N;;ECB;Croatia
European Executive;\N;;ETV;United Kingdom
European Executive Express;\N;;EXC;Sweden
Eurosense;\N;;EBG;Bulgaria
Euroskylink;\N;;ESX;United Kingdom
Eurowings;\N;EW;EWG;Germany
Evergreen International Airlines;\N;EZ;EIA;United States
Everts Air Alaska/Everts Air Cargo;\N;;VTS;United States
Examiner Training Agency;\N;;EMN;United Kingdom
Excel Airways;\N;JN;XLA;United Kingdom
Excel Charter;\N;;XEL;United Kingdom
Excellent Air;\N;;GZA;Germany
Execair Aviation;\N;MB;EXA;Canada
Execujet Charter;\N;;VCN;Switzerland
Execujet Middle East;\N;;EJO;United Arab Emirates
Execujet Scandinavia;\N;;VMP;Denmark
Executive Aerospace;\N;;EAS;South Africa
Executive Air;\N;;LFL;Zimbabwe
Executive Air Charter;\N;;EAC;United States
Executive Air Fleet;\N;;XAF;United States
Executive Aircraft Charter and Charter Services;\N;;ECS;Ireland
Executive Aircraft Services;\N;;XAH;United Kingdom
Executive Airlines;\N;OW;EXK;United States
Executive Airlines;\N;;EXU;Spain
Executive Aviation Services;\N;;JTR;United Kingdom
Executive Flight;\N;;EXE;United States
Executive Flight Operations Ontario Government;\N;;TRI;Canada
Executive Jet Charter;\N;;EXJ;United Kingdom
Executive Jet Management;\N;;EJM;United States
Executive Turbine Aviation;\N;;TEA;South Africa
Eximflight;\N;;EXF;Mexico
Exin;\N;;EXN;Poland
Expertos En Carga;\N;;EXR;Mexico
Expo Aviation;\N;8D;EXV;Sri Lanka
Express Air;\N;;FXA;United States
Express International Cargo;\N;;EIC;S
Express Line Aircompany;\N;;XPL;United States
Express Net Airlines;\N;;XNA;United States
Express One International;\N;EO;LHN;United States
Express Tours;\N;;XTO;Canada
ExpressJet;\N;XE;BTA;United States
Exxavia Limited;\N;;JTM;Ireland
easyJet;EasyJet Airline;U2;EZY;United Kingdom
NetJets;\N;;EJA;United States
F.S. Air Service;\N;;EYE;United States
FAI Airservice;\N;;IFA;Germany
FINFO Flight Inspection Aircraft;\N;;FLC;United States
FLM Aviation Mohrdieck;\N;;FKI;Germany
FLTPLAN;\N;;DCM;United States
FLowair Aviation;\N;;FLW;France
FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt;\N;;FMG;Germany
FR Aviation;\N;;FRA;United Kingdom
FSB Flugservice & Development;\N;;FSB;Germany
FSH Luftfahrtunternehmen;\N;;LEJ;Germany
Fab Air;\N;;FBA;Kyrgyzstan
Facts Air;\N;;FCS;Mexico
Fair Aviation;\N;;FAV;South Africa
Fair Wind Air Charter;\N;;FWD;United Arab Emirates
Fairlines;\N;;FLS;Netherlands
Fairoaks Flight Centre;\N;;FFC;United Kingdom
Fairways Corporation;\N;;FWY;United States
Falcon Air;\N;;FCN;Sweden
Falcon Air;\N;;FAR;Slovenia
Falcon Air Express;\N;;FAO;United States
Falcon Airline;\N;;FAU;Nigeria
Falcon Aviation;\N;IH;;Sweden
Falcon Aviation Services;\N;;FVS;United Arab Emirates
Falcon Jet Centre;\N;;FJC;United Kingdom
Falwell Aviation;\N;;FAW;United States
Far Eastern Air Transport;\N;EF;EFA;Taiwan
Farmingdale State University;\N;;FDL;United States
Farnair Hungary;\N;;FAH;Hungary
Farnair Netherlands;\N;;FRN;Netherlands
Farnair Switzerland;\N;;FAT;Switzerland
Farnas Aviation Services;\N;;RAF;Sudan
Faroecopter;\N;;HBL;Denmark
Faroejet;\N;F6;RCK;Faroe Islands
Farwest Airlines;\N;;FRW;United States
Faso Airways;\N;F3;FSW;Burkina Faso
Fast Helicopters;\N;;FHL;United Kingdom
Fayban Air Services;\N;;FAY;Nigeria
Fayetteville Flying Service and Scheduled Skyways System;\N;;SKM;United States
Federal Air;\N;;FDR;South Africa
Federal Airlines;\N;;FLL;Sweden
Federal Armed Forces;\N;;DCN;Germany
Federal Armored Service;\N;;FRM;United States
Federal Aviation Administration;\N;;NHK;United States
Federal Express;\N;FX;FDX;United States
Feniks Airline;\N;;FNK;Kazakhstan
Feria Aviacion;\N;;FER;Spain
Fika Salaama Airlines;\N;N8;HGK;Uganda
Finalair Congo;\N;4S;FNC;Republic of the Congo
Financial Airxpress;\N;;FAK;United States
Fine Airlines;\N;;FBF;United States
Finist'air;\N;;FTR;France
Finnair;\N;AY;FIN;Finland
Finncomm Airlines;\N;FC;WBA;Finland
Finnish Air Force;\N;;FNF;Finland
Firefly;\N;FY;FFM;Malaysia
First Air;\N;7F;FAB;Canada
First Air Transport;\N;;JRF;Japan
First Cambodia Airlines;\N;;FCC;Cambodia
First Choice Airways;\N;DP;FCA;United Kingdom
First City Air;\N;;MBL;United Kingdom
First Flying Squadron;\N;;GGA;United States
First Line Air;\N;;FIR;Sierra Leone
First Sabre;\N;;FTS;Mexico
Fischer Air;\N;8F;FFR;Czech Republic
Fischer Air Polska;\N;;FFP;Poland
Flagship Express Services;\N;;FSX;United States
Flair Airlines;\N;;FLE;Canada
Flamenco Airways;\N;;WAF;United States
Flamingo Air;\N;;FMR;United States
Flamingo Air-Line;\N;;FLN;Kazakhstan
Flash Airlines;\N;;FSH;Egypt
Fleet Requirements Air Direction Unit;\N;;BWY;United Kingdom
Fleetair;\N;;FLR;South Africa
Flexair;\N;;FXY;Netherlands
Flexflight;\N;;FXT;Denmark
Flight Alaska;\N;;TUD;United States
Flight Calibration Service;\N;;FCK;Germany
Flight Centre Victoria;\N;;FCV;Canada
Flight Corporation;\N;;FCP;New Zealand
Flight Dispatch Services;\N;;FDP;Poland
Flight Express;\N;;FLX;United States
Flight Inspection Center of the General Administration of Civil Aviation in China;\N;;CFI;China
Flight Inspections and Systems;\N;;LTS;Russia
Flight International;\N;;IVJ;United States
Flight Line;\N;;MIT;United States
Flight Ops International;\N;;FOI;United States
Flight Options;\N;;OPT;United States
Flight Precision Limited;\N;;CLB;United Kingdom
Flight Safety Limited;\N;;FSL;United Kingdom
Flight Support Sweden;\N;;FSU;Sweden
Flight Trac;\N;;CCK;United States
Flight Training Europe;\N;;AYR;Spain
Flight West Airlines;\N;;FWQ;Australia
Flight-Ops International;\N;;KLO;Canada
Flightcraft;\N;;CSK;United States
Flightexec;\N;;FEX;Canada
Flightline;\N;B5;FLT;United Kingdom
Flightpass Limited;\N;;FPS;United Kingdom
Flightstar Corporation;\N;;FSR;United States
Flightworks;\N;;KDZ;United States
Flint Aviation Services;\N;;FAZ;United States
Florida Air;\N;;OJY;United States
Florida Coastal Airlines;\N;PA;FCL;United States
Florida Department of Agriculture;\N;;FFS;United States
Florida Jet Service;\N;;FJS;United States
Florida West International Airways;\N;RF;FWL;United States
Flugdienst Fehlhaber;\N;;FFG;Germany
Flugschule Basel;\N;;FLU;Switzerland
Flugschule Eichenberger;\N;;EZB;Switzerland
Flugwerkzeuge Aviation Software;\N;;FWZ;Austria
Fly Air;\N;F2;FLM;Turkey
Fly CI Limited;\N;;FCT;United Kingdom
Fly Europa Limited;\N;;FEE;United Kingdom
Fly Excellent;\N;;FXL;Sweden
Fly International Airways;\N;;NVJ;Tunisia
Fly Line;\N;;FIL;Spain
Fly Me Sweden;\N;SH;FLY;Sweden
Fly Wex;\N;;IAD;Italy
AirAsia X;FlyAsianXpress;D7;XAX;Malaysia
FlyLal;\N;TE;LIL;Lithuania
FlyNordic;\N;LF;NDC;Sweden
Flybaboo;\N;F7;BBO;Switzerland
Flybe;\N;BE;BEE;United Kingdom
Flycolumbia;\N;;FCE;Spain
Flycom;\N;;FLO;Slovenia
Flygaktiebolaget Gota Vingar;\N;;GVG;Sweden
Flyglobespan;\N;B4;GSM;United Kingdom
Flygprestanda;\N;;FPA;Sweden
Flygtransporter I Nykoping;\N;;ETS;Sweden
Flyguppdraget Backamo;\N;;INU;Sweden
Flyhy Cargo Airlines;\N;;FYH;Thailand
Flying Carpet Company;\N;;FCR;Lebanon
Flying Service;\N;;FYG;Belgium
Flying-Research Aerogeophysical Center;\N;;FGP;Russia
Flylink Express;\N;;FLK;Spain
Flyteam Aviation;\N;;FTM;United Kingdom
Focus Air;\N;;FKS;United States
Fokker;\N;;FOP;Netherlands
Fonnafly;\N;;NOF;Norway
Ford Motor Company;\N;;FOB;United Kingdom
Formosa Airlines;\N;VY;FOS;Taiwan
Formula One Management;\N;;FOR;United Kingdom
Forth and Clyde Helicopter Services;\N;;FHS;United Kingdom
Fortunair Canada;\N;;FXC;Canada
Forward Air International Airlines;\N;BN;;United States
Foster Aviation;\N;;FSA;United States
Foster Yeoman;\N;;JFY;United Kingdom
Fotografia F3;\N;;FTE;Spain
Four Island Air;\N;;FIA;Antigua and Barbuda
Four Star Aviation / Four Star Cargo;\N;HK;FSC;United States
Four Winds Aviation;\N;;WDS;United States
Foxair;\N;;FXR;Italy
France Douanes;\N;;FDO;France
Free Bird Airlines;\N;;FHY;Turkey
Freedom Air;\N;;FOM;New Zealand
Freedom Air;\N;FP;FRE;United States
Freedom Air Services;\N;;FFF;Nigeria
Freedom Airlines;\N;;FRL;United States
Freedom Airways;\N;;FAS;Cyprus
Freeway Air;\N;;FWC;Netherlands
Freight Runners Express;\N;;FRG;United States
Force Aerienne Francaise;\N;;FAF;France
Aviation Legere De L'Armee De Terre;\N;;FMY;France
France Marine Nationale;\N;;FNY;France
Fresh Air;\N;;FRR;Nigeria
Freshaer;\N;;FAE;United Kingdom
Friendship Air Alaska;\N;;FAL;United States
Friendship Airlines;\N;;FLF;Uganda
Froggy Corporate Aviation;\N;;FGY;Australia
Frontier Airlines;\N;F9;FFT;United States
Frontier Commuter;\N;;ITR;United States
Frontier Flying Service;\N;2F;FTA;United States
Frontier Guard;\N;;FNG;Finland
Fujairah Aviation Centre;\N;;FUJ;United Arab Emirates
Fujian Airlines;\N;;CFJ;China
Full Express;\N;;GAX;United States
Fumigacion Aerea Andaluza;\N;;FAM;Spain
Fun Flying Thai Air Service;\N;;FFY;Thailand
Fundació Rego;\N;;ROG;Spain
Funtshi Aviation Service;\N;;FUN;Democratic Republic of the Congo
Futura Gael;\N;;FGL;Ireland
Futura International Airways;\N;FH;FUA;Spain
G & L Aviation;\N;;GML;South Africa
G5 Executive;\N;;EXH;Germany
GAK/Mitchell Aero;\N;;MTA;United States
GATSA;\N;;GGS;Mexico
GB Airlink;\N;;GBX;United States
GB Airways;\N;GT;GBL;United Kingdom
GCS Air Service;\N;;GCS;United States
GEC Marconi Avionics;\N;;FFU;United Kingdom
GECAS;\N;;GCC;Ireland
GENSA;\N;;GEN;Brazil
GETRA;\N;;GET;Equatorial Guinea
GFW Aviation;\N;;GFW;Australia
GH Stansted Limited;\N;;GHI;United Kingdom
GM Helicopters;\N;;GMG;Latvia
GP Express Airlines;\N;;GPE;United States
GPM Aeroservicio;\N;;GPR;Mexico
GR-Avia;\N;;GIB;Guinea
GST Aero Aircompany;\N;;BMK;Kazakhstan
GTA Air;\N;;GTX;United States
Ga-Ma Helicoptere;\N;;GAH;France
Gabon Express;\N;;GBE;Gabon
Gabon-Air-Transport;\N;;GRT;Gabon
Gacela Air Cargo;\N;;GIG;Mexico
Gail Force Express;\N;;GFC;United States
Gain Jet Aviation;\N;;GNJ;Greece
Galair International;\N;;SWF;United Kingdom
Galaircervis;\N;;GLS;Ukraine
Galaxy Air;\N;7O;GAL;Kyrgyzstan
Galaxy Airlines;\N;;GXY;Japan
Galena Air Service;\N;;GAS;United States
Galileo International;\N;1G;;United States
Gama Aviation;\N;;GMA;United Kingdom
Gambia International Airlines;\N;GC;GNR;Gambia
Gambia New Millennium Air;\N;;NML;Gambia
Gamisa Aviacion;\N;;GMJ;Spain
Gandalf Airlines;\N;G7;GNF;Italy
Gander Aviation;\N;;GAN;Canada
Garden State Airlines;\N;;GSA;United States
Garrison Aviation;\N;;AHM;Canada
Garuda Indonesia;\N;GA;GIA;Indonesia
Gatari Hutama Air Services;\N;;GHS;Indonesia
Gauteng Air Cargo;\N;;EGO;South Africa
Gavina;\N;;GVN;Spain
Gazpromavia;\N;4G;GZP;Russia
Geesair;\N;;GEE;Canada
Gemini Air Cargo;\N;GR;GCO;United States
Gendall Air;\N;;GAB;Canada
Gendarmerie Belge;\N;;GDB;Belgium
Gendarmie Nationale;\N;;FGN;France
General Aerospace;\N;;SWK;Canada
General Airways;\N;;GWS;South Africa
General Aviation;\N;;GNZ;Poland
General Aviation Flying Services;\N;;GTH;United States
General Aviation Terminal;\N;;XGA;Canada
General Motors;\N;;GMC;United States
Genex;\N;;GNX;Belarus
Geographic Air Surveys;\N;;GSL;Canada
Georgian Airways;\N;A9;TGZ;Georgia
Georgian Aviation Federation;\N;;FGA;Georgia
Georgian Cargo Airlines Africa;\N;;GGF;Senegal
Georgian National Airlines;\N;QB;GFG;Georgia
DLR;\N;;GPL;Germany
German Air Force;\N;;GAF;Germany
German Army;\N;;GAM;Germany
German Navy;\N;;GNY;Germany
German Sky Airlines;\N;;GHY;Germany
Germania;\N;ST;GMI;Germany
Germanwings;\N;4U;GWI;Germany
Gerry's Dnata;\N;;GDN;Pakistan
Gesekkschaft Fur Flugzieldarstellung;\N;;GFD;Germany
Gestair;\N;GP;GES;Spain
Gestar;\N;;GTR;Chile
Gestion Aerea Ajecutiva;\N;;GJT;Spain
Ghadames Air Transport;\N;;GHT;Libya
Ghana Airways;\N;;GHA;Ghana
Ghana International Airlines;\N;G0;GHB;Ghana
Gibson Aviation;\N;;NTC;United States
Global Air Charter;\N;;RPS;United States
Global Air Operations;\N;;GAG;Comoros
Global Air Services Nigeria;\N;;GBS;Nigeria
Global Aircargo;\N;;GLC;Bahrain
Global Airways;\N;;BSP;Democratic Republic of Congo
Global Aviation Operations;\N;;GBB;South Africa
Global Aviation and Services Group;\N;;GAK;Libya
Global Georgian Airways;\N;;GGZ;Georgia
Global Jet Austria;\N;;GLJ;Austria
Global Jet Corporation;\N;;NSM;United States
Global Jet Luxembourg;\N;;SVW;Luxembourg
Global Sky Aircharter;\N;;GSK;United States
Global Supply Systems;\N;;GSS;United Kingdom
Global System;\N;;XGS;United States
Global Weather Dynamics;\N;;XGW;United States
Global Wings;\N;;GLW;Japan
Globe Jet;\N;;GJA;Lebanon
Go Air;\N;G8;GOW;India
Go One Airways;\N;GK;;United Kingdom
GoJet Airlines;\N;G7;GJS;United States
Gobierno De Guinea Ecuatorial;\N;;GGE;Equatorial Guinea
Gof-Air;\N;;GOF;Mexico
Gofir;\N;;GOI;Switzerland
Gol Transportes Aéreos;\N;G3;GLO;Brazil
Gold Belt Air Transport;\N;;GBT;Canada
GoldAir;\N;;GDA;United Kingdom
Goldeck-Flug;\N;;GDK;Austria
Golden Air;\N;DC;GAO;Sweden
Golden Airlines;\N;;GDD;United States
Golden Pacific Airlines;\N;;GPA;United States
Golden Rule Airlines;\N;;GRS;Kyrgyzstan
Golden Star Air Cargo;\N;;GLD;Sudan
Goldfields Air Services;\N;;GOS;Australia
Golfe Air Quebec;\N;;GAQ;Canada
Goliaf Air;\N;;GLE;Sao Tome and Principe
Gomel Airlines;\N;;GOM;Belarus
Goodridge (UK) Limited;\N;;RDR;United Kingdom
Gorkha Airlines;\N;G1;IKA;Nepal
Gorlitsa Airlines;\N;;GOR;Ukraine
Government Flying Service;\N;;HKG;Hong Kong SAR of China
Government of Zambia Communications Flight;\N;;GRZ;Zambia
Grampian Flight Centre;\N;;HLD;United Kingdom
Granada Aviacion;\N;;GAV;Spain
Grand Aire Express;\N;;GAE;United States
Grand Airways;\N;;GND;United States
Grand Canyon Airlines;\N;;CVU;United States
Grant Aviation;\N;GS;GUN;United States
Grantex Aviation;\N;;LMK;United Kingdom
Great American Airways;\N;;GRA;United States
Great Lakes Airlines;\N;ZK;GLA;United States
Great Lakes Airways (Uganda);\N;;GLU;Uganda
Great Plains Airlines;\N;;GRP;United States
Great Wall Airlines;\N;IJ;GWL;China
Great Western Air;\N;;GWA;United States
Hellenic Air Force;\N;;HAF;Greece
Greek Navy;\N;;HNA;Greece
Griffin Aviation;\N;;GFF;Cyprus
Grixona;\N;;GXA;Moldova
Grizodubova Air Company;\N;;GZD;Russia
Grossmann Air Service;\N;;HTG;Austria
Grossmann Jet Service;\N;;GSJ;Czech Republic
Ground Handling Service de Mexico;\N;;GHV;Mexico
Grup Air-Med;\N;;GPM;Spain
Grupo De Aviacion Ejecutiva;\N;;EJC;Mexico
Grupo TACA;TACA;TA;TAT;Costa Rica
Grupo Vuelos Mediterraneo;\N;;VMM;Spain
Grupoaereo Monterrey;\N;;GMT;Mexico
Guard Systems;\N;;GSY;Norway
Guine Bissaur Airlines;\N;G6;BSR;Guinea-Bissau
Guinea Airways;\N;;GIJ;Guinea
Guinea Cargo;\N;;GNC;Equatorial Guinea
Guinee Airlines;\N;J9;GIF;Guinea
Guinea Ecuatorial Airlines;\N;;GEA;Equatorial Guinea
Guinee Paramount Airlines;\N;;GIQ;Guinea
Guizhou Airlines;\N;;CGH;China
Guja;\N;;GUS;Mexico
Gujarat Airways;\N;G8;GUJ;India
Gulf & Caribbean Cargo / Contract Air Cargo;\N;;TSU;United States
Gulf African Airlines - Gambia;\N;;GUF;
Gulf Air;\N;;GFA;Oman
Gulf Air Bahrain;\N;GF;GBA;Bahrain
Gulf Air Inc;\N;;GAT;United States
Gulf Central Airlines;\N;;GCN;United States
Gulf Flite Center;\N;;SFY;United States
Gulf Pearl Air Lines;\N;;GPC;Libya
Gulfstream Aerospace;\N;;GLF;United States
Gulfstream Airlines;\N;;GFS;United States
Gulfstream International Airlines;\N;;GFT;United States
Gull Air;\N;;GUL;United States
Gum Air;\N;;GUM;Suriname
Guneydogu Havacilik Isletmesi;\N;;GDH;Turkey
Guyana Airways 2000;\N;GY;;
Gwyn Aviation;\N;;GWN;United Kingdom
HC Airlines;\N;;HLA;United Kingdom
HPM Investments;\N;;HWD;United Kingdom
HT Helikoptertransport;\N;;KTR;Sweden
HTA Helicopteros;\N;;AHT;Portugal
Hadison Aviation;\N;;FMS;United States
Hageland Aviation Services;\N;H6;HAG;United States
Hagondale Limited;\N;;POW;United Kingdom
Hahn Air;\N;HR;HHN;Germany
Hainan Airlines;\N;HU;CHH;China
Hainan Phoenix Information Systems;\N;1R;;China
Haiti Air Freight;\N;;HLS;Haiti
Haiti Ambassador Airlines;\N;2T;HAM;Haiti
Haiti International Air;\N;;HTI;Haiti
Haiti International Airline;\N;;HRB;Haiti
Haiti National Airlines (HANA);\N;;HNR;Haiti
Haiti North Airline;\N;;HTN;Haiti
Haiti Trans Air;\N;;HTC;Haiti
Haitian Aviation Line;\N;;HBC;Haiti
Hajvairy Airlines;\N;;HAJ;Pakistan
Hak Air;\N;;HKL;Nigeria
Hala Air;\N;;HLH;Sudan
Halcyon Air/Bissau Airways;\N;;HCN;Guinea-Bissau
Hamburg International;\N;4R;HHI;Germany
Hamlin Jet;\N;;HJL;United Kingdom
Hamra Air;\N;;HMM;United Arab Emirates
Hand D Aviation;\N;;WVA;United States
Hangar 8;\N;;HGR;United Kingdom
Hangard Aviation;\N;;HGD;Mongolia
Hansung Airlines;\N;;HAN;Republic of Korea
TUIfly;\N;X3;HLX;Germany
Hapagfly;\N;HF;HLF;Germany
Harbor Airlines;\N;HB;HAR;United States
Harmony Airways;\N;HQ;HMY;Canada
Haughey Air;\N;;NBR;United Kingdom
Haverfordwest Air Charter Services;\N;;PYN;United Kingdom
Havilah Air Services;\N;;HAV;Nigeria
Hawaiian Airlines;\N;HA;HAL;United States
Hawaiian Pacific Airlines;\N;HP;;United States
Hawk Air;\N;;HKR;Argentina
Hawk De Mexico;\N;;HMX;Mexico
Hawkair;\N;BH;;Canada
Hawkaire;\N;;HKI;United States
Hazelton Airlines;\N;;HZL;Australia
Heavylift Cargo Airlines;\N;HN;HVY;Australia
Heavylift International;\N;;HVL;United Arab Emirates
Helcopteros De Cataluna;\N;;HDC;Spain
Helenair (Barbados);\N;;HCB;Barbados
Helenair Corporation;\N;;HCL;Saint Lucia
Helenia Helicopter Service;\N;;HHP;Denmark
Heli Air Services;\N;;HLR;Bulgaria
Heli Ambulance Team;\N;;ALJ;Austria
Heli Bernina;\N;;HEB;Switzerland
Heli France;\N;8H;HFR;France
Heli Hungary;\N;;HYH;Hungary
Heli Medwest De Mexico;\N;;HLM;Mexico
Heli Securite;\N;;HLI;France
Heli Trip;\N;;HTP;Mexico
Heli Union Heli Prestations;\N;;HLU;France
Heli-Air-Monaco;\N;;MCM;Monaco
Heli-Holland;\N;;HHE;Netherlands
Heli-Iberica;\N;;HRA;Spain
Heli-Iberica Fotogrametria;\N;;HIF;Spain
Heli-Inter Guyane;\N;;HIG;France
Heli-Link;\N;;HLK;Switzerland
Heliamerica De Mexico;\N;;HMC;Mexico
Heliavia-Transporte Aereo;\N;;HEA;Portugal
Heliaviation Limited;\N;;CDY;United Kingdom
Helibravo Aviacao;\N;;HIB;Portugal
Helicap;\N;;HLC;France
Helicentre Coventry;\N;;COV;United Kingdom
Helicol;\N;;HEL;Colombia
Helicopter;\N;;HCP;Czech Republic
Helicopter & Aviation Services;\N;;JKY;United Kingdom
Helicopter Training & Hire;\N;;MVK;United Kingdom
Helicopteros Aero Personal;\N;;HAP;Mexico
Helicopteros Agroforestal;\N;;HAA;Chile
Helicopteros Internacionales;\N;;HNT;Mexico
Helicopteros Y Vehiculos Nacionales Aereos;\N;;HEN;Mexico
Helicsa;\N;;HHH;Spain
Helijet;\N;JB;JBA;Canada
Helikopterdrift;\N;;HDR;Norway
Helikopterservice Euro Air;\N;;SCO;Sweden
Heliocean;\N;;OCE;France
Helios Airways;\N;ZU;HCY;Cyprus
Helipistas;\N;;HLP;Spain
Heliportugal;\N;;HPL;Portugal
Heliservicio Campeche;\N;;HEC;Mexico
Helisul;\N;;HSU;Portugal
Heliswiss;\N;;HSI;Switzerland
Helitafe;\N;;HLT;Mexico
Helitalia;\N;;HIT;Italy
Helitaxi Ofavi;\N;;OFA;Mexico
Helitrans;\N;;HTA;Norway
Helitrans Air Service;\N;;HTS;United States
Heliworks;\N;;HLW;Chile
Hellas Jet;\N;T4;HEJ;Greece
Hello;\N;HW;FHE;Switzerland
Helog;\N;;HLG;Switzerland
Helvetic Airways;\N;2L;OAW;Switzerland
Hemus Air;\N;DU;HMS;Bulgaria
Henebury Aviation;\N;;HAC;Australia
Heritiage Flight (Valley Air Services);\N;;SSH;United States
Herman's Markair Express;\N;;MRX;United States
Herritage Aviation Developments;\N;;HED;United Kingdom
Hewa Bora Airways;\N;EO;ALX;Democratic Republic of the Congo
Hex'Air;\N;UD;HER;France
Hi-Jet Helicopter Services;\N;;HHS;Suriname
Hi Fly;\N;5K;HFY;Portugal
High-Line Airways;\N;;HLB;Canada
Highland Airways;\N;;HWY;United Kingdom
Hispaniola Airways;\N;;HIS;Dominican Republic
Hogan Air;\N;;HGA;United States
Hokkaido Air System;\N;;NTH;Japan
Hokkaido International Airlines;\N;HD;ADO;Japan
Hokuriki-Koukuu Company;\N;;ABH;Japan
Hola Airlines;\N;H5;HOA;Spain
Holding International Group;\N;;HIN;Mexico
Holiday Airlines;\N;;HOL;United States
